iter	Logloss
248	0.2807736786
249	0.2804284585
250	0.2799886339
251	0.2795431975
252	0.279177439
253	0.2790173995
254	0.2787862889
255	0.2786105771
256	0.2784165119
257	0.2780134388
258	0.2777577446
259	0.2774248582
260	0.277184135
261	0.276752309
262	0.2765174405
263	0.2760465427
264	0.2757622433
265	0.2755016042
266	0.2752758294
267	0.2750109937
268	0.2750028016
269	0.2746934049
270	0.2745268755
271	0.2740846371
272	0.2738168186
273	0.2734802358
274	0.273140367
275	0.2729097542
276	0.2726540393
277	0.2723900126
278	0.2721831741
279	0.2717677024
280	0.2715165698
281	0.2712586395
282	0.2709478619
283	0.2706544168
284	0.2704055388
285	0.2702075375
286	0.2700198479
287	0.2698436301
288	0.2696711089
289	0.2694280646
290	0.2692765417
291	0.2691111212
292	0.268904848
293	0.2686193725
294	0.2681052014
295	0.2678948243
296	0.2676713751
297	0.2674959064
298	0.2671124949
299	0.2669559856
300	0.2666817264
301	0.2664819315
302	0.2661278712
303	0.2658232938
304	0.2654902257
305	0.2652684199
306	0.2650653006
307	0.2647916626
308	0.2645768106
309	0.2643304076
310	0.2641588934
311	0.2640638908
312	0.2639169311
313	0.2635460481
314	0.2632793018
315	0.2629379199
316	0.2626173644
317	0.2624427818
318	0.262219266
319	0.2619950036
320	0.2617813802
321	0.2615193856
322	0.261338387
323	0.2611555419
324	0.2609695809
325	0.2607812247
326	0.2604451623
327	0.260254408
328	0.2599547039
329	0.259631496
330	0.2594588181
331	0.2592575129
332	0.2589608934
333	0.258619637
334	0.2584989294
335	0.2582502229
336	0.2579590712
337	0.2577856157
338	0.2573998994
339	0.2571357324
340	0.2568944332
341	0.2566350833
342	0.2563765796
343	0.2561610074
344	0.255979117
345	0.2557790312
346	0.2556111043
347	0.2554675711
348	0.255341905
349	0.2552027517
350	0.2549574673
351	0.2546748493
352	0.254510646
353	0.2543791464
354	0.2541292272
355	0.2539523486
356	0.2537474081
357	0.2535139286
358	0.2533309251
359	0.2530827557
360	0.252855746
361	0.2525537803
362	0.2522809798
363	0.2518026301
364	0.2515827051
365	0.2514052525
366	0.2511203153
367	0.250999454
368	0.2508856768
369	0.2507411083
370	0.2506272158
371	0.2504188246
372	0.2502658201
373	0.2501407227
374	0.2499526351
375	0.2497545576
376	0.2495998495
377	0.2493947443
378	0.249269234
379	0.2491622021
380	0.2489990297
381	0.2488268301
382	0.2486982509
383	0.2485671467
384	0.248489321
385	0.2483882052
386	0.2483176561
387	0.2481012821
388	0.2480161221
389	0.2478314204
390	0.2477159527
391	0.2476558676
392	0.2475048372
393	0.2472994158
394	0.2471778077
395	0.2469336398
396	0.2467951616
397	0.2467179138
398	0.2464928988
399	0.2464152747
400	0.2462846404
401	0.2462137582
402	0.2461231948
403	0.2460067822
404	0.2457873558
405	0.2454988147
406	0.2453368597
407	0.245151307
408	0.2449555343
409	0.2447445273
410	0.2445473231
411	0.2443553877
412	0.2442537016
413	0.24414908
414	0.2439827854
415	0.2438032669
416	0.2434909191
417	0.2433284428
418	0.243171099
419	0.2430205597
420	0.2428925121
421	0.2427640524
422	0.2425073024
423	0.2423979193
424	0.2423304798
425	0.2422767647
426	0.2420893392
427	0.241970441
428	0.2419010287
429	0.2417663505
430	0.2416821101
431	0.2416074231
432	0.2414117006
433	0.2413258771
434	0.2412505574
435	0.2411458622
436	0.240975287
437	0.2407421325
438	0.2405683337
439	0.2403703238
440	0.2400919209
441	0.2400011798
442	0.2399174744
443	0.2398703628
444	0.2397616125
445	0.239675738
446	0.2394804607
447	0.2392927781
448	0.2390929367
449	0.2389129331
450	0.2387862832
451	0.2386372128
452	0.2385228464
453	0.2382042954
454	0.2381427406
455	0.2380349656
456	0.237816825
457	0.2376836139
458	0.2375141557
459	0.237424578
460	0.2371261579
461	0.2369604467
462	0.2369060797
463	0.2368234283
464	0.2367806797
465	0.2366782053
466	0.2364335996
467	0.2363235652
468	0.2362126529
469	0.2361714892
470	0.2360216569
471	0.2358539476
472	0.2357340734
473	0.2355114308
474	0.2354271312
475	0.2352299024
476	0.2351240204
477	0.2348470047
478	0.2345235665
479	0.2342080618
480	0.2339941159
481	0.2338764649
482	0.2337958247
483	0.2337068473
484	0.233542449
485	0.2333967038
486	0.2332562686
487	0.2331175491
488	0.2330107032
489	0.2327954233
490	0.2326709475
491	0.2324945273
492	0.2324154738
493	0.2322083531
494	0.2320288635
495	0.2319010631
496	0.2318037786
497	0.2316352514
498	0.2314721351
499	0.2313088345
500	0.2312004822
501	0.2310516726
502	0.2309151245
503	0.2307604088
504	0.2304724469
505	0.2303485027
506	0.230242457
507	0.2300532247
508	0.2299278801
509	0.2298560117
510	0.2297539769
511	0.2296223079
512	0.2295301532
513	0.2294012689
514	0.2292180249
515	0.2291398803
516	0.229068587
517	0.228974686
518	0.2288078907
519	0.2286573255
520	0.2285898354
521	0.2284235317
522	0.2282385366
523	0.2281179531
524	0.2280074201
525	0.2279598728
526	0.2278463274
527	0.2276868315
528	0.2276249719
529	0.2275878269
530	0.2274874028
531	0.2274473608
532	0.2273064383
533	0.2272115608
534	0.2271101524
535	0.2269844074
536	0.2268939748
537	0.2267541457
538	0.2266677062
539	0.2266244274
540	0.2265173886
541	0.2263863845
542	0.226272968
543	0.2261624214
544	0.2260868679
545	0.225996887
546	0.2258761456
547	0.2257266533
548	0.2255980126
549	0.2254477803
550	0.225339778
551	0.2252487919
552	0.2251785259
553	0.2251042288
554	0.2250016525
555	0.2248977603
556	0.2248568978
557	0.2246796544
558	0.2244685834
559	0.2243222669
560	0.2242471274
561	0.2241770965
562	0.2240624792
563	0.2239860497
564	0.2238667361
565	0.2237582752
566	0.2235913156
567	0.2234942262
568	0.223389956
569	0.2232847827
570	0.2231829931
571	0.2230453244
572	0.2229693287
573	0.2228181665
574	0.222698873
575	0.2225569089
576	0.2223436455
577	0.2222065165
578	0.2221697142
579	0.2219936999
580	0.2219039805
581	0.2218069018
582	0.2217085146
583	0.2216341891
584	0.2215609535
585	0.2214081804
586	0.2213122748
587	0.2212780562
588	0.2211708622
589	0.2210841667
590	0.2209088775
591	0.2207848037
592	0.2207276361
593	0.2206439884
594	0.2205124599
595	0.2204086573
596	0.2203164574
597	0.2202097384
598	0.220175477
599	0.2200636071
600	0.2199524608
601	0.2198418214
602	0.219749389
603	0.2194724879
604	0.2193956621
605	0.2192409892
606	0.2190766288
607	0.2190029553
608	0.2188891413
609	0.2188007485
610	0.2186971822
611	0.2186552865
612	0.2186232165
613	0.2184868869
614	0.2184228161
615	0.2183330861
616	0.2182268255
617	0.2180658744
618	0.2180275097
619	0.2179065986
620	0.2178133529
621	0.2176969018
622	0.2176441396
623	0.2174034032
624	0.2173052765
625	0.217210856
626	0.2171871347
627	0.217078245
628	0.2169962635
629	0.2169007604
630	0.2167838859
631	0.2167356177
632	0.2166290311
633	0.2165482598
634	0.2164792066
635	0.2163599668
636	0.2162798251
637	0.2161608288
638	0.2160578263
639	0.2159486178
640	0.2157460804
641	0.2156297119
642	0.2155168717
643	0.2154253797
644	0.2152742739
645	0.2151411732
646	0.2150624712
647	0.2149725908
648	0.2148786708
649	0.2148206221
650	0.2146661011
651	0.2145937052
652	0.2145494856
653	0.2144420075
654	0.2143049235
655	0.2141734941
656	0.2140901194
657	0.2139941594
658	0.213897503
659	0.2138177226
660	0.2137448138
661	0.2136832599
662	0.213635266
663	0.2135798308
664	0.2134886089
665	0.2133746041
666	0.2133428384
667	0.2132821138
668	0.2131778554
669	0.213121681
670	0.213091843
671	0.2130375365
672	0.2129716566
673	0.2129096702
674	0.2127967484
675	0.2127285474
676	0.2126265057
677	0.2125418912
678	0.2124977515
679	0.2123892794
680	0.2123273113
681	0.2123023217
682	0.212188086
683	0.2121462587
684	0.2120810342
685	0.2120155174
686	0.2119486253
687	0.2118701518
688	0.2117772564
689	0.2117296467
690	0.2116855924
691	0.211643411
692	0.2115638365
693	0.2114948689
694	0.2114389216
695	0.2113840012
696	0.2113338241
697	0.2112728571
698	0.2111728393
699	0.2110469548
700	0.2109553628
701	0.2108172868
702	0.2107476216
703	0.2107017207
704	0.2106145473
705	0.2105401538
706	0.2104807928
707	0.21043071
708	0.2103334589
709	0.2102714735
710	0.210243939
711	0.2101901697
712	0.2101028858
713	0.2100410595
714	0.2100101427
715	0.2099298989
716	0.2097915291
717	0.2097309516
718	0.209626902
719	0.2096007328
720	0.2095069142
721	0.2094419549
722	0.2094136498
723	0.2093125005
724	0.2092334249
725	0.2091873098
726	0.2091632749
727	0.2090473267
728	0.2089910888
729	0.2089196369
730	0.208818729
731	0.2087060025
732	0.2086288545
733	0.2085284686
734	0.2085023624
735	0.208456428
736	0.2083232332
737	0.2082238431
738	0.2081697088
739	0.208140245
740	0.208059342
741	0.2079577794
742	0.2078428371
743	0.2078206316
744	0.2077862678
745	0.2077045704
746	0.2076838317
747	0.2076209355
748	0.2075489716
749	0.2074786345
750	0.2073944044
751	0.207332573
752	0.2072644066
753	0.2071570083
754	0.2070571156
755	0.206967522
756	0.2069083221
757	0.2068373987
758	0.206747318
759	0.2067018287
760	0.2066482855
761	0.2065725655
762	0.2064972409
763	0.2064521153
764	0.206402112
765	0.2063119619
766	0.2062470639
767	0.2062080079
768	0.2061108318
769	0.2060449135
770	0.2059619003
771	0.2058912222
772	0.2058265036
773	0.2057356149
774	0.2056678079
775	0.2056243708
776	0.2055454506
777	0.2054023599
778	0.2053829786
779	0.205309356
780	0.2052247432
781	0.2051877154
782	0.2051524258
783	0.2050841776
784	0.2049533332
785	0.2049048826
786	0.2047864187
787	0.2046927027
788	0.2046135887
789	0.2045548658
790	0.2044680706
791	0.2043610715
792	0.204296756
793	0.2042527669
794	0.2041378562
795	0.204039864
796	0.2039873222
797	0.2039264132
798	0.2038860489
799	0.2038069419
800	0.2037676087
801	0.2036850658
802	0.2036196608
803	0.2035601892
804	0.2035033995
805	0.2034601126
806	0.2034282412
807	0.203287155
808	0.2032229635
809	0.2031633532
810	0.2031217894
811	0.203062374
812	0.2030239951
813	0.2029788969
814	0.2029093014
815	0.2028919842
816	0.2028188792
817	0.2027949992
818	0.2027211482
819	0.2026087483
820	0.2025612338
821	0.202495053
822	0.2024527381
823	0.2023974821
824	0.2023559607
825	0.2022735992
826	0.2022045748
827	0.2021137074
828	0.2020651398
829	0.2019441121
830	0.2018453305
831	0.2018063585
832	0.2017451099
833	0.201685386
834	0.2016157536
835	0.2015544188
836	0.201474305
837	0.2014416317
838	0.2013811054
839	0.2013536723
840	0.2012943709
841	0.2012537642
842	0.2011954421
843	0.2011338904
844	0.2011110091
845	0.2010593424
846	0.2010191568
847	0.2008553324
848	0.2007920373
849	0.2007165146
850	0.200672474
851	0.2006461524
852	0.2006115906
853	0.2005423026
854	0.2004671645
855	0.2004272907
856	0.2003667903
857	0.2003276875
858	0.2002313004
859	0.2001656098
860	0.2000366178
861	0.2000013646
862	0.1999378984
863	0.1997893958
864	0.1997521787
865	0.1996916169
866	0.1996495799
867	0.1995931649
868	0.1995162696
869	0.199464031
870	0.199413717
871	0.1993521724
872	0.1993347131
873	0.1992749471
874	0.1991848533
875	0.1990536326
876	0.1989913122
877	0.1989421985
878	0.1988456372
879	0.1987867516
880	0.1987229496
881	0.1986873932
882	0.1985851843
883	0.1985629129
884	0.1985091904
885	0.1983752828
886	0.1983551636
887	0.1982973284
888	0.1982418525
889	0.1982145155
890	0.1981488293
891	0.1980917194
892	0.1980431362
893	0.1979735293
894	0.1978660118
895	0.1978390126
896	0.1977286875
897	0.1976090604
898	0.1975468717
899	0.1973570043
900	0.1972909962
901	0.1972497382
902	0.1971735176
903	0.1971214388
904	0.1970830126
905	0.1970406174
906	0.1969930246
907	0.1969054016
908	0.1968626093
909	0.1967919563
910	0.1967199548
911	0.1966850507
912	0.1966157025
913	0.1965695172
914	0.1965166878
915	0.1964688921
916	0.1964205714
917	0.1964022101
918	0.1963524083
919	0.1963175395
920	0.1962822613
921	0.196233108
922	0.1962014686
923	0.1961574397
924	0.1960872123
925	0.1960489255
926	0.1960207594
927	0.1959738121
928	0.195927451
929	0.1958919914
930	0.1958525165
931	0.1957696291
932	0.1957067638
933	0.1956231538
934	0.1955879853
935	0.195506057
936	0.1954235343
937	0.1953048835
938	0.1952586776
939	0.1952034759
940	0.195153844
941	0.1950549502
942	0.1950037168
943	0.1949393901
944	0.1948720037
945	0.1947946078
946	0.194738753
947	0.1946894866
948	0.1946099294
949	0.1945687641
950	0.1945256141
951	0.1944898134
952	0.1944480372
953	0.1943754286
954	0.1943141802
955	0.1942714896
956	0.1942301371
957	0.19417612
958	0.1941230189
959	0.1940715903
960	0.1940347582
961	0.1939947027
962	0.1939326285
963	0.1938484591
964	0.1937906548
965	0.1937163217
966	0.1936405388
967	0.1935521952
968	0.1935118322
969	0.1934518786
970	0.1934241343
971	0.1933570957
972	0.1933384449
973	0.193289373
974	0.1932715349
975	0.1932349238
976	0.1932026903
977	0.1931744999
978	0.1931060278
979	0.1930382446
980	0.1930062275
981	0.1929709878
982	0.1929477882
983	0.192898152
984	0.1928797454
985	0.192814083
986	0.192776286
987	0.1927496892
988	0.1927292527
989	0.1926673843
990	0.1926016327
991	0.1925183142
992	0.1924335879
993	0.192360592
994	0.1922761001
995	0.1922370153
996	0.1922046697
997	0.1921308907
998	0.1920582647
999	0.1919977857
